short_name,long_name,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,club_position,club_jersey_number,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_curve,skill_ball_control,movement_agility,movement_reactions,power_shot_power,power_jumping,player_face_url,club_logo_url
B. Convey,Bobby Convey,63,63,250000.0,6000.0,31,175,68,New York Red Bulls,SUB,15.0,United States,Left,66.0,56.0,61.0,65.0,54.0,56.0,64,69,64,70,68,64,64,https://cdn.sofifa.net/players/032/190/15_120.png,https://cdn.sofifa.net/teams/689/60.png
A. Muri,André Muri,63,63,140000.0,5000.0,33,192,92,Vålerenga Fotball,RES,4.0,Norway,Right,55.0,36.0,44.0,50.0,62.0,72.0,49,25,49,57,66,58,71,https://cdn.sofifa.net/players/045/359/15_120.png,https://cdn.sofifa.net/teams/920/60.png
K. Vandenbergh,Kevin Vandenbergh,63,63,275000.0,4000.0,31,179,73,KVC Westerlo,SUB,9.0,Belgium,Right,53.0,62.0,51.0,61.0,29.0,47.0,57,61,63,67,66,61,54,https://cdn.sofifa.net/players/045/455/15_120.png,https://cdn.sofifa.net/teams/681/60.png
J. Standfest,Joachim Standfest,63,63,100000.0,3000.0,34,180,76,RZ Pellets Wolfsberger AC,RB,25.0,Austria,Right,69.0,42.0,54.0,58.0,63.0,73.0,57,43,55,60,55,56,60,https://cdn.sofifa.net/players/045/717/15_120.png,https://cdn.sofifa.net/teams/111822/60.png
César,César Vinício Cervo de Luca,63,63,50000.0,2000.0,35,183,78,Virtus Entella Chiavari,LCB,16.0,Brazil,Right,33.0,38.0,46.0,37.0,66.0,58.0,26,34,49,37,67,51,59,https://cdn.sofifa.net/players/046/065/15_120.png,https://cdn.sofifa.net/teams/113147/60.png
G. Petrovic,Gabriel Petrović,63,63,275000.0,4000.0,30,186,86,IF Brommapojkarna,CAM,7.0,Sweden,Right,61.0,60.0,66.0,58.0,58.0,70.0,56,63,61,57,60,77,57,https://cdn.sofifa.net/players/049/573/15_120.png,https://cdn.sofifa.net/teams/111705/60.png
M. Morisbak Skjønsberg,Morten Morisbak Skjønsberg,63,63,210000.0,4000.0,31,183,81,Stabæk Fotball,RCB,3.0,Norway,Right,58.0,42.0,50.0,46.0,61.0,82.0,39,58,48,58,55,69,90,https://cdn.sofifa.net/players/051/116/15_120.png,https://cdn.sofifa.net/teams/917/60.png
A. Chambers,Adam Craig Chambers,63,63,180000.0,2000.0,33,178,72,Walsall,SUB,7.0,England,Right,70.0,50.0,61.0,61.0,60.0,75.0,55,31,66,72,62,62,80,https://cdn.sofifa.net/players/051/921/15_120.png,https://cdn.sofifa.net/teams/1803/60.png
J. Chambers,James Ashley Chambers,63,63,140000.0,2000.0,33,178,74,Walsall,SUB,15.0,England,Right,71.0,49.0,56.0,60.0,60.0,75.0,57,57,58,71,60,56,72,https://cdn.sofifa.net/players/051/925/15_120.png,https://cdn.sofifa.net/teams/1803/60.png
G. Fevang,Geir Ludvig Fevang,63,63,130000.0,3000.0,33,179,72,FK Haugesund,SUB,17.0,Norway,Right,60.0,63.0,62.0,66.0,61.0,67.0,65,61,67,72,63,72,83,https://cdn.sofifa.net/players/052/500/15_120.png,https://cdn.sofifa.net/teams/1463/60.png
P. Degen,Philipp Degen,63,63,210000.0,7000.0,31,185,84,FC Basel 1893,SUB,4.0,Switzerland,Right,81.0,47.0,60.0,62.0,59.0,67.0,63,60,59,70,65,60,60,https://cdn.sofifa.net/players/052/846/15_120.png,https://cdn.sofifa.net/teams/896/60.png
M. Amedick,Martin Amedick,63,63,210000.0,4000.0,31,194,85,SC Paderborn 07,RES,25.0,Germany,Right,35.0,41.0,48.0,44.0,64.0,62.0,36,23,53,45,67,68,34,https://cdn.sofifa.net/players/052/998/15_120.png,https://cdn.sofifa.net/teams/10030/60.png
J. Ashdown,Jamie Ashdown,63,63,240000.0,2000.0,33,190,92,Crawley Town,GK,25.0,England,Left,,,,,,,25,25,20,30,65,25,62,https://cdn.sofifa.net/players/053/644/15_120.png,https://cdn.sofifa.net/teams/110890/60.png
M. Richards,Marc Richards,63,63,275000.0,2000.0,31,180,81,Northampton Town,LS,9.0,England,Right,68.0,64.0,53.0,60.0,27.0,71.0,59,61,60,64,57,70,72,https://cdn.sofifa.net/players/053/778/15_120.png,https://cdn.sofifa.net/teams/1930/60.png
S. Derry,Shaun Derry,63,63,5000.0,2000.0,36,183,82,Notts County,SUB,30.0,England,Right,29.0,47.0,62.0,53.0,68.0,74.0,43,60,63,62,74,69,72,https://cdn.sofifa.net/players/053/978/15_120.png,https://cdn.sofifa.net/teams/1937/60.png
T. Berni,Tommaso Berni,63,63,275000.0,6000.0,31,185,80,Inter,RES,46.0,Italy,Right,,,,,,,25,25,20,37,58,35,43,https://cdn.sofifa.net/players/054/037/15_120.png,https://cdn.sofifa.net/teams/44/60.png
F. Boi,Frederik Boi,63,63,275000.0,4000.0,32,184,69,KSV Cercle Brugge,SUB,12.0,Belgium,Right,62.0,66.0,65.0,60.0,62.0,66.0,58,61,63,61,60,65,59,https://cdn.sofifa.net/players/100/143/15_120.png,https://cdn.sofifa.net/teams/1750/60.png
S. Kirschstein,Sascha Kirschstein,63,63,220000.0,3000.0,34,196,89,FC Erzgebirge Aue,SUB,33.0,Germany,Right,,,,,,,25,25,25,37,62,32,44,https://cdn.sofifa.net/players/101/411/15_120.png,https://cdn.sofifa.net/teams/506/60.png
A. Frara,Alessandro Frara,63,63,190000.0,2000.0,31,177,72,Frosinone,RCM,7.0,Italy,Right,51.0,48.0,59.0,57.0,54.0,65.0,54,52,58,57,72,62,64,https://cdn.sofifa.net/players/101/904/15_120.png,https://cdn.sofifa.net/teams/111657/60.png
M. Malinowski,Marcin Malinowski,63,63,,2000.0,38,179,74,Ruch Chorzów,SUB,32.0,Poland,Right,39.0,58.0,59.0,52.0,62.0,59.0,46,44,54,56,68,77,63,https://cdn.sofifa.net/players/103/578/15_120.png,https://cdn.sofifa.net/teams/874/60.png
B. Roche,Barry Roche,63,63,275000.0,2000.0,32,193,90,Morecambe,GK,1.0,Republic of Ireland,Right,,,,,,,25,25,25,47,68,21,65,https://cdn.sofifa.net/players/104/737/15_120.png,https://cdn.sofifa.net/teams/357/60.png
A. Østli,Anders Østli,63,63,210000.0,4000.0,31,185,85,FC Vestsjælland,LCB,2.0,Norway,Right,55.0,45.0,53.0,51.0,61.0,74.0,51,48,54,43,48,51,65,https://cdn.sofifa.net/players/105/046/15_120.png,https://cdn.sofifa.net/teams/112424/60.png
P. Brożek,Piotr Brożek,63,63,210000.0,4000.0,31,178,74,Piast Gliwice,LB,19.0,Poland,Left,74.0,51.0,59.0,63.0,59.0,68.0,61,31,60,69,69,56,75,https://cdn.sofifa.net/players/105/834/15_120.png,https://cdn.sofifa.net/teams/111086/60.png
A. Balijon,Arnaud Balijon,63,63,275000.0,2000.0,31,183,80,US Orléans Loiret Football,SUB,16.0,France,Right,,,,,,,25,25,34,44,66,25,43,https://cdn.sofifa.net/players/112/373/15_120.png,https://cdn.sofifa.net/teams/112276/60.png
Juanjo,Juan José Serrano Macías,63,63,275000.0,2000.0,32,184,76,CD Mirandés,CAM,9.0,Spain,Right,53.0,63.0,55.0,58.0,33.0,70.0,56,60,65,48,62,75,66,https://cdn.sofifa.net/players/112/562/15_120.png,https://cdn.sofifa.net/teams/110069/60.png
Armando,Armando Lozano Sánchez,63,63,250000.0,5000.0,29,185,83,New York Red Bulls,LB,5.0,Spain,Right,51.0,36.0,43.0,42.0,60.0,80.0,33,30,49,57,54,33,54,https://cdn.sofifa.net/players/115/577/15_120.png,https://cdn.sofifa.net/teams/689/60.png
C. Valencia,Carlos Alberto Valencia Paredes,63,65,325000.0,6000.0,25,172,69,Independiente Medellín,SUB,23.0,Colombia,Right,86.0,46.0,60.0,65.0,60.0,52.0,62,64,64,75,59,53,56,https://cdn.sofifa.net/players/116/510/15_120.png,https://cdn.sofifa.net/teams/101103/60.png
R. Roche,Rodolphe Roche,63,63,190000.0,3000.0,35,186,86,Chamois Niortais Football Club,GK,16.0,France,Right,,,,,,,25,25,21,26,70,27,46,https://cdn.sofifa.net/players/116/746/15_120.png,https://cdn.sofifa.net/teams/1813/60.png
L. Williamson,Lee Williamson,63,63,170000.0,4000.0,32,178,66,Blackburn Rovers,SUB,17.0,Jamaica,Right,66.0,62.0,61.0,62.0,60.0,73.0,60,56,59,80,59,60,74,https://cdn.sofifa.net/players/119/723/15_120.png,https://cdn.sofifa.net/teams/3/60.png
T. Lahaye,Tristan Lahaye,63,63,210000.0,4000.0,31,179,68,Chamois Niortais Football Club,RB,23.0,France,Right,63.0,38.0,61.0,54.0,62.0,67.0,49,39,57,59,49,52,59,https://cdn.sofifa.net/players/120/044/15_120.png,https://cdn.sofifa.net/teams/1813/60.png
K. Haynes,Kristian Haynes,63,63,170000.0,3000.0,34,180,71,Mjällby AIF,RS,7.0,Sweden,Right,57.0,62.0,63.0,62.0,39.0,68.0,57,67,68,64,63,61,63,https://cdn.sofifa.net/players/122/542/15_120.png,https://cdn.sofifa.net/teams/112072/60.png
J. Hempte,Jimmy Hempte,63,63,190000.0,4000.0,32,180,78,KV Oostende,SUB,24.0,Belgium,Left,62.0,59.0,65.0,61.0,62.0,67.0,59,68,60,65,62,77,74,https://cdn.sofifa.net/players/122/660/15_120.png,https://cdn.sofifa.net/teams/682/60.png
P. Heerwagen,Philipp Heerwagen,63,63,275000.0,4000.0,31,193,89,FC St. Pauli,SUB,1.0,Germany,Right,,,,,,,25,25,21,31,62,35,63,https://cdn.sofifa.net/players/122/718/15_120.png,https://cdn.sofifa.net/teams/110329/60.png
D. Kaya,Doğa Kaya,63,63,220000.0,4000.0,30,177,68,Gençlerbirliği SK,RDM,20.0,Turkey,Right,66.0,57.0,58.0,65.0,64.0,60.0,62,58,65,72,65,61,83,https://cdn.sofifa.net/players/125/104/15_120.png,https://cdn.sofifa.net/teams/101025/60.png
M. Yüce,Merter Yüce,63,63,240000.0,4000.0,29,192,85,Akhisar Belediyespor,LDM,6.0,Turkey,Right,59.0,47.0,54.0,57.0,62.0,76.0,57,34,57,62,72,63,42,https://cdn.sofifa.net/players/126/909/15_120.png,https://cdn.sofifa.net/teams/111340/60.png
C. Ankergren,Casper Ankergren,63,63,220000.0,3000.0,34,191,92,Brighton & Hove Albion,SUB,16.0,Denmark,Right,,,,,,,25,25,30,37,63,34,44,https://cdn.sofifa.net/players/130/893/15_120.png,https://cdn.sofifa.net/teams/1808/60.png
I. McLeod,Izale McLeod,63,63,325000.0,2000.0,29,183,84,Crawley Town,ST,9.0,England,Right,76.0,61.0,45.0,60.0,31.0,74.0,59,44,62,65,57,66,57,https://cdn.sofifa.net/players/134/683/15_120.png,https://cdn.sofifa.net/teams/110890/60.png
R. Haemhouts,Robbie Haemhouts,63,63,275000.0,4000.0,30,175,63,Willem II,LCM,8.0,Belgium,Left,63.0,63.0,63.0,62.0,59.0,60.0,59,59,65,65,58,56,62,https://cdn.sofifa.net/players/134/968/15_120.png,https://cdn.sofifa.net/teams/1907/60.png
Kwon Jeong Hyuk,Jeong Hyuk Kwon,63,63,190000.0,3000.0,35,193,83,Incheon United FC,GK,1.0,Korea Republic,Right,,,,,,,25,25,33,63,62,23,45,https://cdn.sofifa.net/players/136/699/15_120.png,https://cdn.sofifa.net/teams/110765/60.png
P. Pergl,Pavel Pristine Pergl,63,63,,2000.0,36,187,77,FC Vaduz,SUB,5.0,Czech Republic,Right,60.0,62.0,58.0,54.0,64.0,70.0,50,36,57,61,56,77,65,https://cdn.sofifa.net/players/137/011/15_120.png,https://cdn.sofifa.net/teams/286/60.png
B. Carroll,Brian Carroll,63,63,170000.0,2000.0,32,178,70,Philadelphia Union,LDM,7.0,United States,Right,54.0,46.0,58.0,61.0,62.0,62.0,59,51,59,61,74,57,55,https://cdn.sofifa.net/players/137/163/15_120.png,https://cdn.sofifa.net/teams/112134/60.png
S. Joseph,Shalrie Jamal Joseph,63,63,5000.0,2000.0,36,191,81,New England Revolution,SUB,21.0,Grenada,Right,63.0,63.0,59.0,63.0,61.0,67.0,64,60,66,59,63,73,62,https://cdn.sofifa.net/players/137/278/15_120.png,https://cdn.sofifa.net/teams/691/60.png
A. Russo,Adriano Russo,63,63,300000.0,3000.0,27,184,75,Frosinone,RCB,4.0,Italy,Right,57.0,32.0,39.0,33.0,63.0,75.0,26,31,31,51,63,44,78,https://cdn.sofifa.net/players/137/419/15_120.png,https://cdn.sofifa.net/teams/111657/60.png
S. Lüscher,Sven Lüscher,63,63,300000.0,4000.0,30,180,75,FC Aarau,CAM,14.0,Switzerland,Right,66.0,57.0,63.0,64.0,57.0,71.0,62,62,67,72,58,58,73,https://cdn.sofifa.net/players/138/418/15_120.png,https://cdn.sofifa.net/teams/434/60.png
D. Nardiello,Daniel Nardiello,63,63,275000.0,2000.0,31,180,72,Bury,SUB,17.0,Wales,Right,76.0,61.0,51.0,62.0,33.0,60.0,60,62,62,71,65,56,68,https://cdn.sofifa.net/players/138/783/15_120.png,https://cdn.sofifa.net/teams/1945/60.png
S. Masiello,Salvatore Masiello,63,63,230000.0,4000.0,32,175,71,Torino F.C.,RES,32.0,Italy,Left,69.0,54.0,62.0,61.0,72.0,70.0,54,61,66,69,71,70,68,https://cdn.sofifa.net/players/138/903/15_120.png,https://cdn.sofifa.net/teams/54/60.png
T. Danilevičius,Tomas Danilevičius,63,63,130000.0,3000.0,35,187,81,Parma,RES,95.0,Lithuania,Right,54.0,63.0,52.0,52.0,30.0,71.0,45,52,65,50,60,69,74,https://cdn.sofifa.net/players/138/958/15_120.png,https://cdn.sofifa.net/teams/50/60.png
H. Reynoso,Héctor Reynoso López,63,63,140000.0,3000.0,33,186,93,Leones Negros de la UdeG,RCB,4.0,Mexico,Right,30.0,48.0,48.0,42.0,60.0,78.0,41,47,49,24,48,66,49,https://cdn.sofifa.net/players/139/211/15_120.png,https://cdn.sofifa.net/teams/111654/60.png
I. Romo,Isaac Romo González,63,63,275000.0,4000.0,31,192,88,Leones Negros de la UdeG,SUB,9.0,Mexico,Left,61.0,60.0,52.0,54.0,32.0,67.0,57,54,61,31,61,59,76,https://cdn.sofifa.net/players/139/225/15_120.png,https://cdn.sofifa.net/teams/111654/60.png
T. Kennedy,Tom Kennedy,63,63,250000.0,2000.0,29,180,79,Rochdale,SUB,33.0,England,Left,65.0,37.0,60.0,63.0,64.0,61.0,64,51,63,63,54,42,57,https://cdn.sofifa.net/players/139/301/15_120.png,https://cdn.sofifa.net/teams/1955/60.png
G. Jones,Gary Jones,63,63,1000.0,2000.0,37,178,77,Notts County,RCM,13.0,England,Right,58.0,62.0,67.0,58.0,60.0,81.0,55,72,58,65,62,67,71,https://cdn.sofifa.net/players/139/349/15_120.png,https://cdn.sofifa.net/teams/1937/60.png
Hong Soon Hak,홍순학 Soon Hak Hong,63,63,140000.0,4000.0,33,178,70,Suwon Samsung Bluewings,RES,23.0,Korea Republic,Right,72.0,56.0,59.0,61.0,64.0,65.0,60,57,62,56,63,61,58,https://cdn.sofifa.net/players/139/393/15_120.png,https://cdn.sofifa.net/teams/983/60.png
C. Lozano,César Amado Lozano Figueroa,63,63,100000.0,2000.0,37,179,80,Jaguares de Chiapas,SUB,1.0,Mexico,Right,,,,,,,25,25,31,54,66,25,70,https://cdn.sofifa.net/players/140/142/15_120.png,https://cdn.sofifa.net/teams/112679/60.png
M. Berre,Morten Gladhaug Berre,63,63,35000.0,5000.0,38,182,82,Vålerenga Fotball,SUB,11.0,Norway,Right,67.0,59.0,54.0,69.0,31.0,63.0,69,50,66,80,61,67,80,https://cdn.sofifa.net/players/140/406/15_120.png,https://cdn.sofifa.net/teams/920/60.png
A. Robinson,Andy Robinson,63,63,140000.0,2000.0,34,173,64,Shrewsbury Town,SUB,18.0,England,Right,56.0,64.0,65.0,66.0,37.0,59.0,66,65,65,58,63,67,88,https://cdn.sofifa.net/players/140/417/15_120.png,https://cdn.sofifa.net/teams/127/60.png
D. Flinta,Dennis Flinta,63,63,230000.0,4000.0,30,184,83,Silkeborg IF,CB,14.0,Denmark,Right,73.0,52.0,49.0,62.0,64.0,66.0,63,48,55,63,73,59,59,https://cdn.sofifa.net/players/142/266/15_120.png,https://cdn.sofifa.net/teams/270/60.png
Zamora,Juan Antonio Zamora Zambudio,63,63,210000.0,4000.0,31,184,78,RC Recreativo de Huelva,SUB,5.0,Spain,Right,59.0,33.0,52.0,49.0,62.0,72.0,43,42,56,49,53,50,73,https://cdn.sofifa.net/players/142/450/15_120.png,https://cdn.sofifa.net/teams/571/60.png
M. Baran,Martin Baran,63,66,325000.0,5000.0,26,187,84,Jagiellonia Białystok,SUB,18.0,Slovakia,Right,61.0,46.0,55.0,58.0,61.0,74.0,60,48,57,50,65,60,80,https://cdn.sofifa.net/players/142/550/15_120.png,https://cdn.sofifa.net/teams/110745/60.png
G. Esmerado,Gastón Rubén Esmerado,63,63,,2000.0,36,175,73,Arsenal de Sarandí,SUB,8.0,Argentina,Right,32.0,52.0,61.0,55.0,66.0,57.0,40,44,68,73,62,58,71,https://cdn.sofifa.net/players/142/940/15_120.png,https://cdn.sofifa.net/teams/110394/60.png
S. Dulcich,Silvio Marcos Dulcich Arias,63,63,275000.0,4000.0,32,189,90,Quilmes Atlético Club,SUB,25.0,Argentina,Left,,,,,,,25,25,23,49,63,45,52,https://cdn.sofifa.net/players/142/992/15_120.png,https://cdn.sofifa.net/teams/110554/60.png
G. De Porras,Gonzalo Martín De Porras,63,63,300000.0,2000.0,30,180,72,AC Barnechea,SUB,5.0,Argentina,Right,59.0,66.0,58.0,60.0,40.0,66.0,62,62,57,57,52,71,68,https://cdn.sofifa.net/players/143/010/15_120.png,https://cdn.sofifa.net/teams/112708/60.png
D. Zibung,David Zibung,63,63,300000.0,4000.0,30,187,87,FC Luzern,GK,1.0,Switzerland,Right,,,,,,,25,25,25,51,58,37,56,https://cdn.sofifa.net/players/144/024/15_120.png,https://cdn.sofifa.net/teams/897/60.png
G. Kusunga,Genséric Kusunga,63,68,325000.0,5000.0,26,186,83,Oldham Athletic,SUB,21.0,Angola,Right,66.0,43.0,51.0,51.0,62.0,73.0,47,35,55,60,56,66,66,https://cdn.sofifa.net/players/144/037/15_120.png,https://cdn.sofifa.net/teams/1920/60.png
E. Albayrak,Eren Albayrak,63,70,300000.0,4000.0,23,179,69,Çaykur Rizespor,SUB,11.0,Turkey,Left,73.0,59.0,61.0,63.0,37.0,55.0,66,60,60,64,48,58,63,https://cdn.sofifa.net/players/144/200/15_120.png,https://cdn.sofifa.net/teams/101037/60.png
S. Bayrak,Sedat Bayrak,63,63,140000.0,3000.0,33,188,86,Gençlerbirliği SK,SUB,61.0,Turkey,Right,55.0,36.0,53.0,43.0,62.0,76.0,38,26,48,53,51,44,40,https://cdn.sofifa.net/players/144/202/15_120.png,https://cdn.sofifa.net/teams/101025/60.png
A. Dereli,Abdurrahman Dereli,63,63,140000.0,3000.0,33,173,72,Demir Grup Sivasspor,SUB,2.0,Turkey,Right,56.0,36.0,60.0,62.0,64.0,65.0,62,46,58,64,65,53,70,https://cdn.sofifa.net/players/144/205/15_120.png,https://cdn.sofifa.net/teams/101041/60.png
Guzmán,Guzmán Casaseca Lozano,63,63,300000.0,4000.0,29,179,70,Unión Deportiva Las Palmas,SUB,17.0,Spain,Right,72.0,56.0,60.0,61.0,34.0,59.0,57,63,62,70,64,62,50,https://cdn.sofifa.net/players/145/210/15_120.png,https://cdn.sofifa.net/teams/472/60.png
Ion Vélez,Ion Vélez Martínez,63,63,325000.0,4000.0,29,183,76,Deportivo Alavés,SUB,11.0,Spain,Right,67.0,57.0,52.0,61.0,32.0,63.0,61,49,62,57,68,72,57,https://cdn.sofifa.net/players/145/830/15_120.png,https://cdn.sofifa.net/teams/463/60.png
Ripa,Adrián Ripa Cruz,63,63,275000.0,5000.0,28,177,73,CD Numancia,LB,3.0,Spain,Left,81.0,39.0,61.0,60.0,60.0,66.0,58,63,56,72,65,49,75,https://cdn.sofifa.net/players/146/521/15_120.png,https://cdn.sofifa.net/teams/477/60.png
A. Belozerov,Aleksandr Belozerov,63,63,190000.0,4000.0,32,184,83,FC Ural Yekaterinburg,RES,63.0,Russia,Right,57.0,39.0,50.0,38.0,63.0,76.0,25,22,43,63,59,57,73,https://cdn.sofifa.net/players/147/600/15_120.png,https://cdn.sofifa.net/teams/111264/60.png
R. Adzhindzhal,Ruslan Adzhindzhal,63,63,,2000.0,40,168,68,FC Krasnodar,SUB,13.0,Russia,Right,34.0,68.0,69.0,70.0,35.0,41.0,65,57,70,88,68,72,74,https://cdn.sofifa.net/players/147/742/15_120.png,https://cdn.sofifa.net/teams/112218/60.png
I. Cherenchikov,Ivan Cherenchikov,63,63,250000.0,4000.0,29,186,82,Amkar Perm,RB,23.0,Russia,Right,48.0,40.0,53.0,48.0,62.0,72.0,37,40,61,62,58,52,69,https://cdn.sofifa.net/players/148/258/15_120.png,https://cdn.sofifa.net/teams/110234/60.png
A. Malarz,Arkadiusz Malarz,63,63,220000.0,3000.0,34,190,86,GKS Bełchatów,GK,1.0,Poland,Right,,,,,,,25,25,25,21,54,38,35,https://cdn.sofifa.net/players/148/496/15_120.png,https://cdn.sofifa.net/teams/110744/60.png
A. Karadas,Azar Karadas,63,63,190000.0,5000.0,32,189,88,SK Brann,SUB,9.0,Norway,Right,60.0,53.0,56.0,55.0,54.0,77.0,50,44,57,65,60,75,82,https://cdn.sofifa.net/players/148/700/15_120.png,https://cdn.sofifa.net/teams/919/60.png
H. Hauger,Henning Hauger,63,63,325000.0,6000.0,28,179,77,IF Elfsborg,LCM,21.0,Norway,Right,69.0,50.0,57.0,56.0,70.0,72.0,41,44,68,71,71,73,82,https://cdn.sofifa.net/players/148/720/15_120.png,https://cdn.sofifa.net/teams/700/60.png
S. Szałachowski,Sebastian Szałachowski,63,63,300000.0,4000.0,30,174,71,Górnik Łęczna,SUB,9.0,Poland,Right,87.0,62.0,48.0,65.0,34.0,48.0,69,60,54,76,59,68,81,https://cdn.sofifa.net/players/148/787/15_120.png,https://cdn.sofifa.net/teams/110565/60.png
S. Basso,Simone Basso,63,63,250000.0,2000.0,31,177,72,Trapani,RM,7.0,Italy,Right,71.0,54.0,60.0,65.0,31.0,65.0,63,62,65,72,63,62,56,https://cdn.sofifa.net/players/149/289/15_120.png,https://cdn.sofifa.net/teams/112410/60.png
B. Pliquett,Benedikt Pliquett,63,63,325000.0,4000.0,29,199,95,SK Sturm Graz,GK,19.0,Germany,Right,,,,,,,25,25,33,25,64,21,60,https://cdn.sofifa.net/players/150/389/15_120.png,https://cdn.sofifa.net/teams/209/60.png
S. Baradji,Sékou Baradji,63,63,220000.0,4000.0,30,185,77,Valenciennes FC,RDM,23.0,France,Left,52.0,42.0,53.0,49.0,61.0,77.0,41,43,55,57,66,73,82,https://cdn.sofifa.net/players/150/657/15_120.png,https://cdn.sofifa.net/teams/110456/60.png
M. Beckmann,Mikkel Beckmann,63,63,300000.0,6000.0,30,183,81,IF Elfsborg,SUB,10.0,Denmark,Right,73.0,61.0,62.0,70.0,29.0,60.0,69,62,69,80,77,67,47,https://cdn.sofifa.net/players/151/590/15_120.png,https://cdn.sofifa.net/teams/700/60.png
A. Due,Anders Due Hansen,63,63,230000.0,4000.0,32,177,68,FC Vestsjælland,LM,8.0,Denmark,Left,72.0,60.0,62.0,61.0,32.0,62.0,58,65,60,71,63,65,72,https://cdn.sofifa.net/players/151/710/15_120.png,https://cdn.sofifa.net/teams/112424/60.png
J. Rentmeister,Jeffrey Rentmeister,63,63,250000.0,4000.0,29,189,84,Blackpool,SUB,28.0,Belgium,Right,54.0,43.0,50.0,44.0,63.0,70.0,37,23,52,46,58,57,63,https://cdn.sofifa.net/players/152/431/15_120.png,https://cdn.sofifa.net/teams/1926/60.png
S. Brown,Scott Peter Andrew Brown,63,63,325000.0,4000.0,29,188,87,Aberdeen,SUB,20.0,England,Right,,,,,,,25,25,26,63,74,28,64,https://cdn.sofifa.net/players/152/456/15_120.png,https://cdn.sofifa.net/teams/77/60.png
M. Moström,Mattias Kent Moström,63,63,250000.0,6000.0,31,179,70,Molde FK,RM,9.0,Sweden,Right,81.0,59.0,55.0,63.0,48.0,64.0,62,60,58,73,68,62,50,https://cdn.sofifa.net/players/152/480/15_120.png,https://cdn.sofifa.net/teams/417/60.png
G. Zakuani,Gabriel Zakuani,63,63,275000.0,5000.0,28,185,68,Peterborough United,SUB,25.0,Congo DR,Right,79.0,26.0,41.0,43.0,63.0,71.0,36,21,40,72,57,30,71,https://cdn.sofifa.net/players/152/483/15_120.png,https://cdn.sofifa.net/teams/1938/60.png
A. Mathisen,Alexander Mathisen,63,66,350000.0,7000.0,27,185,75,Vålerenga Fotball,SUB,21.0,Norway,Right,75.0,58.0,55.0,67.0,42.0,62.0,65,62,67,81,63,64,82,https://cdn.sofifa.net/players/152/569/15_120.png,https://cdn.sofifa.net/teams/920/60.png
J. Cureton,Jamie Cureton,63,63,35000.0,2000.0,38,173,67,Dagenham and Redbridge,ST,7.0,England,Right,63.0,67.0,44.0,56.0,28.0,37.0,48,52,60,71,63,67,65,https://cdn.sofifa.net/players/152/695/15_120.png,https://cdn.sofifa.net/teams/373/60.png
A. Eriksson,Andreas Eriksson,63,63,275000.0,4000.0,32,187,86,IF Brommapojkarna,SUB,21.0,Sweden,Right,66.0,58.0,60.0,65.0,45.0,71.0,65,64,67,61,59,59,62,https://cdn.sofifa.net/players/152/731/15_120.png,https://cdn.sofifa.net/teams/111705/60.png
M. Doyle,Michael Paul Doyle,63,63,230000.0,4000.0,32,178,71,Sheffield United,LCM,8.0,Republic of Ireland,Left,56.0,55.0,63.0,55.0,64.0,79.0,51,53,52,71,68,66,74,https://cdn.sofifa.net/players/152/735/15_120.png,https://cdn.sofifa.net/teams/1794/60.png
P. Keegan,Paul Keegan,63,63,240000.0,4000.0,29,178,73,Doncaster Rovers,LCM,18.0,Republic of Ireland,Right,69.0,58.0,60.0,54.0,61.0,69.0,45,25,63,70,58,64,60,https://cdn.sofifa.net/players/152/746/15_120.png,https://cdn.sofifa.net/teams/142/60.png
M. Yeates,Mark Yeates,63,63,300000.0,4000.0,29,175,67,Bradford City,CAM,14.0,Republic of Ireland,Right,70.0,59.0,60.0,68.0,32.0,73.0,68,65,67,71,58,64,81,https://cdn.sofifa.net/players/152/876/15_120.png,https://cdn.sofifa.net/teams/1804/60.png
J. Smith,Jack David Smith,63,63,230000.0,2000.0,30,180,78,AFC Wimbledon,SUB,3.0,England,Right,63.0,33.0,56.0,59.0,65.0,65.0,56,36,63,59,57,52,65,https://cdn.sofifa.net/players/152/907/15_120.png,https://cdn.sofifa.net/teams/112259/60.png
P. Sobolewski,Paweł Sobolewski,63,63,90000.0,3000.0,35,175,65,Korona Kielce,SUB,29.0,Poland,Left,72.0,58.0,63.0,68.0,46.0,56.0,65,67,67,77,63,57,78,https://cdn.sofifa.net/players/153/222/15_120.png,https://cdn.sofifa.net/teams/111083/60.png
S. Clingan,Sammy Clingan,63,63,220000.0,4000.0,30,180,73,Kilmarnock,LCM,8.0,Northern Ireland,Right,67.0,61.0,64.0,61.0,60.0,66.0,58,62,64,60,62,74,60,https://cdn.sofifa.net/players/155/530/15_120.png,https://cdn.sofifa.net/teams/82/60.png
G. Nielsen,Gunnar Nielsen,63,65,300000.0,5000.0,27,191,86,Motherwell,SUB,13.0,Faroe Islands,Right,,,,,,,25,25,25,48,62,22,70,https://cdn.sofifa.net/players/155/539/15_120.png,https://cdn.sofifa.net/teams/83/60.png
